   12.2533975203516      -0.481232168829973  0.    1765
   8.73674378769360        2.46530378684696  0.    N016
 -0.333162703360338       -3.23664506820766  0.    NHC.
   5.54803540150114        3.76142385060887  0.    6815
   8.98742343523782       -7.60597044642935  0.    N019
   6.66066463093280        9.00788057465149  0.    NGVB
  -2.18191050421303       -13.2512244665585  0.    NSP.
  -8.42076782662813       -11.9997564246377  0.    NTO.
  -4.09150834385835        15.1475235383791  0.    N002
  -10.8690608621416        3.76692720721999  0.    6831
